1720654789051,2
1720654789052,0
1720654789053,1
1720654789054,0
1720654789055,0
1720654789056,0
1720654789057,0
1720654789058,3
1720654789059,1
1720654789060,0
1720654789061,1
1720654789062,1
1720654789063,0
1720654789064,1
1720654789065,0
1720654789066,1
1720654789067,1
1720654789068,0
1720654789069,1
1720654789070,0
1720654789071,1
1720654789072,1
1720654789073,0
1720654789074,1
1720654789075,0
1720654789076,1
1720654789077,0
1720654789078,0
1720654789079,1
1720654789080,1
1720654789081,1
1720654789082,1
1720654789083,0
1720654789084,1
1720654789085,0
1720654789086,1
1720654789087,1
1720654789088,0
1720654789089,0
1720654789090,0
1720654789091,2
1720654789092,0
1720654789093,0
1720654789094,1
1720654789095,2
1720654789096,0
1720654789097,1
1720654789098,1
1720654789099,0
1720654789100,1
1720654789101,0
1720654789102,1
1720654789103,0
1720654789104,1
1720654789105,1
1720654789106,0
1720654789107,1
1720654789108,0
1720654789109,0
1720654789110,1
1720654789111,1
1720654789112,1
1720654789113,0
1720654789114,0
1720654789115,0
1720654789116,0
1720654789117,0
1720654789118,3
1720654789119,1
1720654789120,0
1720654789121,0
1720654789122,0
1720654789123,1
1720654789124,2
1720654789125,1
1720654789126,0
1720654789127,1
1720654789128,1
1720654789129,0
1720654789130,1
1720654789131,0
1720654789132,1
1720654789133,1
1720654789134,0
1720654789135,1
1720654789136,0
1720654789137,1
1720654789138,0
1720654789139,1
1720654789140,0
1720654789141,1
1720654789142,1
1720654789143,1
1720654789144,0
1720654789145,1
1720654789146,0
1720654789147,1
1720654789148,1
1720654789149,0
1720654789150,1
1720654789151,0
1720654789152,1
1720654789153,1
1720654789154,0
1720654789155,1
1720654789156,0
1720654789157,0
1720654789158,0
1720654789159,0
1720654789160,3
1720654789161,0
1720654789162,0
1720654789163,1
1720654789164,1
1720654789165,0
1720654789166,1
1720654789167,0
1720654789168,1
1720654789169,0
1720654789170,1
1720654789171,0
1720654789172,1
1720654789173,1
1720654789174,1
1720654789175,0
1720654789176,1
1720654789177,0
1720654789178,1
1720654789179,1
1720654789180,0
1720654789181,1
1720654789182,0
1720654789183,1
1720654789184,0
1720654789185,0
1720654789186,1
1720654789187,1
1720654789188,1
1720654789189,0
1720654789190,1
1720654789191,0
1720654789192,0
1720654789193,1
1720654789194,0
1720654789195,0
1720654789196,1
1720654789197,0
1720654789198,2
1720654789199,1
1720654789200,1
1720654789201,1
1720654789202,0
1720654789203,1
1720654789204,1
1720654789205,0
1720654789206,1
1720654789207,0
1720654789208,1
1720654789209,1
1720654789210,0
1720654789211,1
1720654789212,0
1720654789213,1
1720654789214,1
1720654789215,0
1720654789216,0
