1720653718160,2
1720653718161,0
1720653718162,0
1720653718163,0
1720653718164,2
1720653718165,1
1720653718166,1
1720653718167,0
1720653718168,1
1720653718169,0
1720653718170,1
1720653718171,1
1720653718172,0
1720653718173,1
1720653718174,0
1720653718175,1
1720653718176,1
1720653718177,0
1720653718178,1
1720653718179,0
1720653718180,1
1720653718181,1
1720653718182,0
1720653718183,1
1720653718184,1
1720653718185,0
1720653718186,1
1720653718187,0
1720653718188,1
1720653718189,1
1720653718190,0
1720653718191,1
1720653718192,0
1720653718193,1
1720653718194,0
1720653718195,1
1720653718196,1
1720653718197,0
1720653718198,0
1720653718199,0
1720653718200,0
1720653718201,3
1720653718202,0
1720653718203,0
1720653718204,1
1720653718205,0
1720653718206,0
1720653718207,1
1720653718208,0
1720653718209,2
1720653718210,1
1720653718211,1
1720653718212,0
1720653718213,1
1720653718214,0
1720653718215,1
1720653718216,0
1720653718217,1
1720653718218,1
1720653718219,0
1720653718220,1
1720653718221,0
1720653718222,1
1720653718223,1
1720653718224,0
1720653718225,1
1720653718226,0
1720653718227,1
1720653718228,1
1720653718229,0
1720653718230,1
1720653718231,1
1720653718232,0
1720653718233,1
1720653718234,0
1720653718235,1
1720653718236,0
1720653718237,1
1720653718238,1
1720653718239,0
1720653718240,1
1720653718241,1
1720653718242,0
1720653718243,1
1720653718244,0
1720653718245,0
1720653718246,0
1720653718247,0
1720653718248,1
1720653718249,0
1720653718250,0
1720653718251,0
1720653718252,0
1720653718253,0
1720653718254,0
1720653718255,0
1720653718256,1
1720653718257,0
1720653718258,1
1720653718259,0
1720653718260,0
1720653718261,1
1720653718262,0
1720653718263,0
1720653718264,0
1720653718265,0
1720653718266,1
1720653718267,1
1720653718268,1
1720653718269,0
1720653718270,1
1720653718271,1
1720653718272,0
1720653718273,1
1720653718274,0
1720653718275,1
1720653718276,1
1720653718277,0
1720653718278,1
1720653718279,0
1720653718280,1
1720653718281,0
1720653718282,1
1720653718283,1
1720653718284,0
1720653718285,0
1720653718286,0
1720653718287,1
1720653718288,0
1720653718289,1
1720653718290,0
1720653718291,1
1720653718292,0
1720653718293,1
1720653718294,0
1720653718295,1
1720653718296,1
1720653718297,0
1720653718298,1
1720653718299,0
1720653718300,0
1720653718301,0
1720653718302,1
1720653718303,2
1720653718304,0
1720653718305,1
1720653718306,1
1720653718307,0
1720653718308,0
1720653718309,0
1720653718310,0
1720653718311,2
1720653718312,1
1720653718313,1
1720653718314,0
1720653718315,1
1720653718316,0
1720653718317,1
1720653718318,1
1720653718319,0
1720653718320,1
1720653718321,0
1720653718322,1
1720653718323,1
1720653718324,0
1720653718325,1
1720653718326,0
1720653718327,1
1720653718328,1
1720653718329,0
1720653718330,1
1720653718331,1
1720653718332,0
1720653718333,1
1720653718334,0
1720653718335,1
1720653718336,0
1720653718337,1
1720653718338,1
1720653718339,0
1720653718340,1
1720653718341,0
1720653718342,1
1720653718343,1
1720653718344,0
1720653718345,1
1720653718346,0
1720653718347,1
1720653718348,0
1720653718349,0
1720653718350,0
1720653718351,2
1720653718352,1
1720653718353,1
1720653718354,0
1720653718355,1
1720653718356,1
1720653718357,0
1720653718358,1
1720653718359,0
1720653718360,1
1720653718361,1
1720653718362,0
1720653718363,1
1720653718364,0
1720653718365,1
1720653718366,0
1720653718367,0
1720653718368,1
1720653718369,1
1720653718370,1
1720653718371,1
1720653718372,0
1720653718373,1
1720653718374,1
1720653718375,0
1720653718376,1
1720653718377,0
1720653718378,1
1720653718379,0
1720653718380,1
1720653718381,0
1720653718382,1
1720653718383,1
1720653718384,0
1720653718385,1
1720653718386,1
1720653718387,0
1720653718388,1
1720653718389,0
1720653718390,1
1720653718391,0
1720653718392,1
1720653718393,1
1720653718394,0
1720653718395,1
1720653718396,0
1720653718397,1
1720653718398,1
1720653718399,0
1720653718400,1
1720653718401,1
1720653718402,0
1720653718403,0
1720653718404,0
1720653718405,0
1720653718406,3
1720653718407,0
1720653718408,1
1720653718409,1
1720653718410,0
1720653718411,0
1720653718412,0
1720653718413,2
1720653718414,0
1720653718415,1
1720653718416,1
1720653718417,0
1720653718418,1
1720653718419,0
1720653718420,1
1720653718421,0
1720653718422,1
1720653718423,1
1720653718424,0
1720653718425,1
1720653718426,1
1720653718427,0
1720653718428,1
1720653718429,0
1720653718430,1
1720653718431,1
1720653718432,0
1720653718433,1
1720653718434,0
1720653718435,1
1720653718436,0
1720653718437,1
1720653718438,1
1720653718439,0
1720653718440,1
1720653718441,0
1720653718442,1
1720653718443,1
1720653718444,0
1720653718445,1
1720653718446,0
1720653718447,1
1720653718448,1
1720653718449,0
1720653718450,0
1720653718451,0
1720653718452,0
1720653718453,1
1720653718454,2
1720653718455,0
1720653718456,1
1720653718457,1
1720653718458,0
1720653718459,1
1720653718460,0
1720653718461,0
1720653718462,1
1720653718463,1
1720653718464,1
1720653718465,0
1720653718466,1
1720653718467,1
1720653718468,0
1720653718469,0
1720653718470,0
1720653718471,2
1720653718472,0
1720653718473,1
1720653718474,0
1720653718475,1
1720653718476,1
1720653718477,0
1720653718478,1
1720653718479,0
1720653718480,1
1720653718481,1
1720653718482,0
1720653718483,1
1720653718484,0
1720653718485,1
1720653718486,1
1720653718487,0
1720653718488,0
1720653718489,1
1720653718490,1
1720653718491,1
1720653718492,0
1720653718493,1
1720653718494,0
1720653718495,1
1720653718496,1
1720653718497,0
1720653718498,0
1720653718499,1
1720653718500,1
1720653718501,1
1720653718502,0
1720653718503,1
1720653718504,0
1720653718505,0
1720653718506,0
1720653718507,0
1720653718508,3
1720653718509,0
1720653718510,1
1720653718511,0
1720653718512,1
1720653718513,0
1720653718514,0
1720653718515,0
1720653718516,2
1720653718517,1
1720653718518,0
1720653718519,1
1720653718520,1
1720653718521,0
1720653718522,1
1720653718523,1
1720653718524,0
1720653718525,1
1720653718526,1
1720653718527,0
1720653718528,1
1720653718529,0
1720653718530,1
1720653718531,0
1720653718532,1
1720653718533,1
1720653718534,0
1720653718535,1
1720653718536,0
1720653718537,1
1720653718538,0
1720653718539,1
1720653718540,1
1720653718541,0
1720653718542,1
1720653718543,1
1720653718544,0
1720653718545,1
1720653718546,0
1720653718547,1
1720653718548,1
1720653718549,0
1720653718550,1
1720653718551,0
1720653718552,0
1720653718553,0
1720653718554,0
1720653718555,1
1720653718556,2
1720653718557,1
1720653718558,1
1720653718559,0
1720653718560,1
1720653718561,0
1720653718562,1
1720653718563,1
1720653718564,0
1720653718565,1
1720653718566,1
1720653718567,0
1720653718568,1
1720653718569,0
1720653718570,1
1720653718571,0
1720653718572,0
1720653718573,1
1720653718574,0
1720653718575,0
1720653718576,1
1720653718577,2
1720653718578,1
1720653718579,0
1720653718580,1
1720653718581,0
1720653718582,0
1720653718583,0
1720653718584,0
1720653718585,0
1720653718586,3
1720653718587,1
1720653718588,1
1720653718589,0
1720653718590,1
1720653718591,0
1720653718592,1
1720653718593,0
1720653718594,1
1720653718595,1
1720653718596,0
1720653718597,1
1720653718598,0
1720653718599,1
1720653718600,0
1720653718601,1
1720653718602,1
1720653718603,0
1720653718604,1
1720653718605,0
1720653718606,1
1720653718607,0
1720653718608,0
1720653718609,0
1720653718610,0
1720653718611,3
1720653718612,0
1720653718613,1
1720653718614,1
1720653718615,0
1720653718616,0
1720653718617,0
1720653718618,2
1720653718619,0
1720653718620,1
1720653718621,0
1720653718622,0
1720653718623,1
1720653718624,1
1720653718625,0
1720653718626,1
1720653718627,1
1720653718628,0
1720653718629,1
1720653718630,0
1720653718631,1
1720653718632,1
1720653718633,0
1720653718634,1
1720653718635,0
1720653718636,1
